City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Jaipur,mist,78.11600000000001,79.28600000000007,78.11600000000001,78.11600000000001,1005,78,2.57,2024-09-16 03:09:38,2024-09-16 06:12:44,2024-09-16 18:30:36
